export_url,redirect_status,destination,http_status,canonical,meta_robots,x_robots_tag,in_current_sitemap,clicks_from_home
https://teamtoner.co.nz/suburbs/kelvin-grove,308,https://www.teamtoner.co.nz/suburbs/kelvin-grove,200,https://www.teamtoner.co.nz/suburbs/kelvin-grove,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/linton,308,https://www.teamtoner.co.nz/suburbs/linton,200,https://www.teamtoner.co.nz/suburbs/linton,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/manawatu,308,https://www.teamtoner.co.nz/suburbs/manawatu,200,https://www.teamtoner.co.nz/suburbs/manawatu,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/milson,308,https://www.teamtoner.co.nz/suburbs/milson,200,https://www.teamtoner.co.nz/suburbs/milson,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/palmerston-north,308,https://www.teamtoner.co.nz/suburbs/palmerston-north,200,https://www.teamtoner.co.nz/suburbs/palmerston-north,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/roslyn,308,https://www.teamtoner.co.nz/suburbs/roslyn,200,https://www.teamtoner.co.nz/suburbs/roslyn,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/sanson,308,https://www.teamtoner.co.nz/suburbs/sanson,200,https://www.teamtoner.co.nz/suburbs/sanson,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/summerhill,308,https://www.teamtoner.co.nz/suburbs/summerhill,200,https://www.teamtoner.co.nz/suburbs/summerhill,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/takaro,308,https://www.teamtoner.co.nz/suburbs/takaro,200,https://www.teamtoner.co.nz/suburbs/takaro,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/terrace-end,308,https://www.teamtoner.co.nz/suburbs/terrace-end,200,https://www.teamtoner.co.nz/suburbs/terrace-end,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/tokomaru,308,https://www.teamtoner.co.nz/suburbs/tokomaru,200,https://www.teamtoner.co.nz/suburbs/tokomaru,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/west-end,308,https://www.teamtoner.co.nz/suburbs/west-end,200,https://www.teamtoner.co.nz/suburbs/west-end,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/suburbs/westbrook,308,https://www.teamtoner.co.nz/suburbs/westbrook,200,https://www.teamtoner.co.nz/suburbs/westbrook,"index, follow | index, follow, max-image-preview:large",,True,1
https://teamtoner.co.nz/terms,308,https://www.teamtoner.co.nz/terms,200,https://www.teamtoner.co.nz/terms,"index, follow | index, follow, max-image-preview:large",,True,1
